City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Khatanga,RU,2021-08-04 00:20:04,71.9667,102.5,71.46,54,99,10.89
295,Huaihua,CN,2021-08-04 00:20:05,27.5494,109.9592,80.74,78,3,3.47
296,Margate,GB,2021-08-04 00:20:05,51.3813,1.3862,58.3,79,0,6.73
297,Vila Franca Do Campo,PT,2021-08-04 00:20:06,37.7167,-25.4333,72.01,91,49,3.85
298,Sur,OM,2021-08-04 00:19:39,22.5667,59.5289,86.88,59,4,8.05
299,Kavaratti,IN,2021-08-04 00:20:06,10.5669,72.642,81.61,77,88,15.93
300,Lucea,JM,2021-08-04 00:20:07,18.451,-78.1736,78.85,77,88,4.76
301,Steamboat Springs,US,2021-08-04 00:20:07,40.485,-106.8317,69.73,83,75,5.75
302,Saint Anthony,US,2021-08-04 00:20:07,45.0205,-93.218,84.22,46,1,1.99
303,Zhangye,CN,2021-08-04 00:20:08,38.9342,100.4517,74.23,27,100,9.44
304,Kolyvan,RU,2021-08-04 00:20:08,55.3053,82.7391,60.06,87,88,3.44
305,Kantunilkin,MX,2021-08-04 00:20:08,21.0917,-87.45,84.04,52,51,7.18
306,Bandarbeyla,SO,2021-08-04 00:20:09,9.4942,50.8122,78.85,72,6,26.78
307,Kutum,SD,2021-08-04 00:20:09,14.2,24.6667,71.08,77,75,14.83
308,Kiruna,SE,2021-08-04 00:20:10,67.8557,20.2251,43.72,81,40,8.05
309,Komsomolskiy,UZ,2021-08-04 00:20:10,40.4272,71.7189,75.92,38,31,6.91
310,Saldanha,ZA,2021-08-04 00:20:10,-33.0117,17.9442,46.45,93,7,7.23
311,Richards Bay,ZA,2021-08-04 00:20:11,-28.783,32.0377,63.73,76,0,16.73
312,Meulaboh,ID,2021-08-04 00:20:11,4.1363,96.1285,74.8,89,93,4.27
313,Jaguariaiva,BR,2021-08-04 00:20:11,-24.2511,-49.7058,48.88,91,20,7.34
314,Puerto Del Rosario,ES,2021-08-04 00:20:12,28.5004,-13.8627,73.08,68,9,16.11
315,Kaeo,NZ,2021-08-04 00:20:12,-35.1,173.7833,63.32,64,93,6.91
316,Kieta,PG,2021-08-04 00:20:13,-6.2167,155.6333,84.58,70,19,4.81
317,Pathein,MM,2021-08-04 00:17:03,16.7833,94.7333,76.42,94,100,6.93
318,Kaputa,ZM,2021-08-04 00:20:13,-8.4689,29.6619,66.92,53,0,2.15
319,Wanning,CN,2021-08-04 00:20:14,18.8003,110.3967,81.59,81,100,3.62
320,Mayo,US,2021-08-04 00:20:14,38.8876,-76.5119,76.89,75,1,3.0
321,Souris,CA,2021-08-04 00:20:14,49.6172,-100.2612,84.06,16,100,8.55
322,Nsoko,SZ,2021-08-04 00:20:15,-27.0333,31.95,55.89,97,0,4.21
323,Omsk,RU,2021-08-04 00:15:22,55.0,73.4,53.49,100,75,4.47
324,Tabory,RU,2021-08-04 00:20:15,58.5198,64.5495,56.25,89,25,1.99
325,Nantucket,US,2021-08-04 00:15:43,41.2835,-70.0995,72.0,88,75,6.91
326,Augusto Correa,BR,2021-08-04 00:20:16,-1.0217,-46.635,74.7,84,80,2.59
327,Clarksdale,US,2021-08-04 00:20:16,34.2001,-90.5709,82.38,54,1,8.05
328,Tadine,NC,2021-08-04 00:20:17,-21.55,167.8833,70.86,63,93,4.63
329,Llanes,ES,2021-08-04 00:20:17,43.4198,-4.7549,66.87,89,100,6.62
330,Fairbanks,US,2021-08-04 00:15:50,64.8378,-147.7164,84.6,49,90,12.66
331,Sept-Iles,CA,2021-08-04 00:18:14,50.2001,-66.3821,64.92,45,20,13.8
332,Talara,PE,2021-08-04 00:20:18,-4.5772,-81.2719,65.25,87,70,8.77
333,Thinadhoo,MV,2021-08-04 00:20:18,0.5333,72.9333,81.95,75,100,8.52
334,Benghazi,LY,2021-08-04 00:20:18,32.1167,20.0667,84.34,67,0,14.34
335,Vostok,RU,2021-08-04 00:20:19,46.4856,135.8833,74.71,87,99,4.05
336,Roald,NO,2021-08-04 00:20:19,62.5833,6.1333,54.0,93,90,3.44
337,Novoagansk,RU,2021-08-04 00:20:19,61.9449,76.6625,59.02,91,93,6.35
338,Ranfurly,NZ,2021-08-04 00:20:20,-45.1333,170.1,46.65,77,62,2.33
339,Tocopilla,CL,2021-08-04 00:20:20,-22.092,-70.1979,63.66,59,19,3.42
340,Caernarfon,GB,2021-08-04 00:20:20,53.1413,-4.2702,57.61,51,97,2.3
341,Upernavik,GL,2021-08-04 00:20:21,72.7868,-56.1549,41.36,89,54,12.21
342,Abu Samrah,SY,2021-08-04 00:20:21,35.3029,37.1841,81.86,39,0,7.45
343,Airai,TL,2021-08-04 00:20:22,-8.9266,125.4092,67.73,48,63,3.91
344,Petropavlovsk-Kamchatskiy,RU,2021-08-04 00:20:22,53.0452,158.6483,61.39,39,20,15.66
345,Amuntai,ID,2021-08-04 00:20:22,-2.4177,115.2494,77.02,81,99,0.47
346,Ailigandi,PA,2021-08-04 00:20:23,9.2333,-78.0167,78.85,84,100,2.95
347,Palmer,US,2021-08-04 00:20:23,42.1584,-72.3287,69.89,73,75,3.44
348,Port Charlotte,US,2021-08-04 00:16:04,26.9762,-82.0906,80.65,90,1,5.01
349,San Patricio,US,2021-08-04 00:20:24,28.017,-97.5169,88.52,54,98,4.61
350,Koson,UZ,2021-08-04 00:20:24,39.0375,65.585,73.72,26,0,6.69
351,Hibbing,US,2021-08-04 00:20:24,47.4272,-92.9377,81.86,47,1,3.44
352,Morondava,MG,2021-08-04 00:20:25,-20.2833,44.2833,67.69,59,0,8.99
353,Xiashi,CN,2021-08-04 00:20:25,30.5363,120.6864,84.22,87,65,13.94
354,Yenagoa,NG,2021-08-04 00:20:25,4.9247,6.2642,75.52,92,100,4.03
355,Goksun,TR,2021-08-04 00:20:26,38.021,36.4973,67.15,53,0,5.88
356,Alice Springs,AU,2021-08-04 00:20:26,-23.7,133.8833,51.35,50,0,13.8
357,Ko Samui,TH,2021-08-04 00:20:26,9.5357,99.9357,82.69,77,100,20.89
358,Nalut,LY,2021-08-04 00:20:27,30.3333,10.85,86.94,12,0,11.86
359,Port Elizabeth,ZA,2021-08-04 00:20:27,-33.918,25.5701,59.29,77,0,12.66
360,Selma,US,2021-08-04 00:19:33,36.5708,-119.6121,106.34,23,1,4.61
361,Roma,US,2021-08-04 00:20:28,43.2128,-75.4557,70.9,77,40,1.97
362,Saskylakh,RU,2021-08-04 00:20:28,71.9167,114.0833,61.05,40,44,9.71
363,Acapulco,MX,2021-08-04 00:20:28,16.8634,-99.8901,87.62,74,90,10.36
364,Oume,JP,2021-08-04 00:20:29,35.7839,139.2431,88.25,66,20,4.61
365,Fortuna,US,2021-08-04 00:20:29,40.5982,-124.1573,65.93,81,20,3.0
366,Muroto,JP,2021-08-04 00:20:29,33.2833,134.15,87.84,81,57,9.78
367,Vizinga,RU,2021-08-04 00:20:30,61.0749,50.1031,62.31,97,83,4.27
368,Ugoofaaru,MV,2021-08-04 00:20:30,5.6667,73.0,81.37,79,98,7.65
369,Faro,PT,2021-08-04 00:17:23,37.0194,-7.9322,78.58,27,0,10.36
370,Porosozero,RU,2021-08-04 00:20:31,62.7191,32.727,48.78,93,100,15.14
371,Mardin,TR,2021-08-04 00:20:31,37.3131,40.7436,81.66,23,0,8.05
372,Manono,CD,2021-08-04 00:20:31,-7.3,27.4167,72.64,40,0,3.8
373,Neuquen,AR,2021-08-04 00:19:20,-38.9516,-68.0591,55.29,58,0,6.91
374,Makubetsu,JP,2021-08-04 00:20:32,45.3714,141.8211,67.71,100,75,6.91
375,Laguna,US,2021-08-04 00:20:32,38.421,-121.4238,108.21,14,1,3.0
376,Ende,ID,2021-08-04 00:20:33,-8.8432,121.6623,79.48,76,79,1.32
377,Lusambo,CD,2021-08-04 00:20:33,-4.9667,23.45,69.4,43,8,1.63
378,Rocha,UY,2021-08-04 00:20:27,-34.4833,-54.3333,46.65,93,2,3.29
379,Perelyub,RU,2021-08-04 00:20:34,51.8667,50.3667,75.65,34,70,0.87
380,San Carlos De Bariloche,AR,2021-08-04 00:20:34,-41.1456,-71.3082,47.44,52,0,8.05
381,Honiara,SB,2021-08-04 00:20:34,-9.4333,159.95,84.11,70,64,5.14
382,Valleyview,CA,2021-08-04 00:20:35,55.0667,-117.2859,66.24,82,6,5.75
383,Matara,LK,2021-08-04 00:20:35,5.9485,80.5353,77.99,86,100,10.69
384,Porto Santo,PT,2021-08-04 00:20:35,33.072,-16.3415,71.51,68,40,14.97
385,Nuuk,GL,2021-08-04 00:20:35,64.1835,-51.7216,52.41,76,75,18.41
386,Rafaela,AR,2021-08-04 00:20:36,-31.2503,-61.4867,54.99,46,100,7.05
387,Taiyuan,CN,2021-08-04 00:20:37,37.8694,112.5603,75.06,73,99,2.24
388,Polunochnoye,RU,2021-08-04 00:20:37,60.8697,60.4153,56.52,89,66,4.41
389,Changji,CN,2021-08-04 00:20:38,44.0167,87.3167,77.79,29,0,6.71
390,Irondequoit,US,2021-08-04 00:20:38,43.2134,-77.5797,75.29,67,1,4.61
391,Javanrud,IR,2021-08-04 00:20:38,34.7961,46.5172,70.29,46,23,4.74
392,Mahajanga,MG,2021-08-04 00:20:39,-15.7167,46.3167,69.82,88,20,5.75
393,Isla Mujeres,MX,2021-08-04 00:20:39,21.2311,-86.731,84.25,73,56,9.01
394,Qingdao,CN,2021-08-04 00:20:39,36.0986,120.3719,83.8,74,0,2.24
395,Yatou,CN,2021-08-04 00:20:40,37.15,122.3833,81.7,78,71,2.71
396,Itarema,BR,2021-08-04 00:20:40,-2.9248,-39.9167,77.23,80,25,6.78
397,San Lorenzo,PY,2021-08-04 00:20:41,-25.3333,-57.5333,56.34,58,0,5.75
398,Pedernales,DO,2021-08-04 00:20:41,18.0384,-71.744,81.3,78,79,9.17
399,Arman,RU,2021-08-04 00:20:41,59.7,150.1667,58.64,47,3,4.85
400,Tura,IN,2021-08-04 00:20:42,25.5198,90.2201,74.88,96,99,4.18
401,Erdaojiang,CN,2021-08-04 00:20:42,41.7764,126.0319,72.0,86,89,7.65
402,Daru,PG,2021-08-04 00:20:42,-9.0763,143.2092,80.02,78,70,10.11
403,Celestun,MX,2021-08-04 00:20:43,20.8667,-90.4,84.56,74,41,14.63
404,Leningradskiy,RU,2021-08-04 00:20:43,69.3833,178.4167,37.8,99,100,4.9
405,Russell,US,2021-08-04 00:20:43,32.3502,-85.1999,83.43,65,20,0.0
406,Takoradi,GH,2021-08-04 00:18:09,4.8845,-1.7554,75.94,90,67,8.75
407,Viedma,AR,2021-08-04 00:17:02,-40.8135,-62.9967,48.27,67,49,8.19
408,La Ronge,CA,2021-08-04 00:20:44,55.1001,-105.2842,71.82,64,90,1.14
409,Fukue,JP,2021-08-04 00:20:44,32.6881,128.8419,86.36,79,40,5.75
410,Tommot,RU,2021-08-04 00:20:45,58.9564,126.2925,63.91,90,100,1.66
411,Sobolevo,RU,2021-08-04 00:20:45,54.4299,31.8996,52.86,91,7,5.21
412,Mount Gambier,AU,2021-08-04 00:20:45,-37.8333,140.7667,51.71,93,75,11.5
413,Santa Rita,BR,2021-08-04 00:20:46,-7.1139,-34.9781,74.07,94,75,4.61
414,Rosetta,EG,2021-08-04 00:20:46,31.4044,30.4164,80.85,68,0,2.51
415,Chapais,CA,2021-08-04 00:20:47,49.7834,-74.8492,55.18,64,77,6.55
416,Geraldton,AU,2021-08-04 00:20:47,-28.7667,114.6,47.12,81,0,8.05
417,Lufilufi,WS,2021-08-04 00:20:47,-13.8745,-171.5986,83.98,77,55,14.45
418,Dayong,CN,2021-08-04 00:20:48,25.0209,118.2898,83.88,96,100,2.26
419,Inta,RU,2021-08-04 00:20:48,66.0317,60.1659,59.47,82,70,6.67
420,Slave Lake,CA,2021-08-04 00:20:49,55.2834,-114.769,76.98,61,20,3.44
421,San Vicente,AR,2021-08-04 00:20:49,-26.6167,-54.1333,48.2,70,49,3.04
422,Nago,JP,2021-08-04 00:20:49,26.5881,127.9761,84.36,88,99,19.73
423,Vestmanna,FO,2021-08-04 00:20:50,62.1564,-7.1664,49.12,100,90,5.75
424,Karakol,KG,2021-08-04 00:20:50,42.4907,78.3936,57.92,56,33,3.02
425,Hailar,CN,2021-08-04 00:20:51,49.2,119.7,59.09,95,100,6.11
426,Martapura,ID,2021-08-04 00:20:51,-3.4167,114.85,77.09,94,20,0.0
427,Moerai,PF,2021-08-04 00:20:51,-22.4333,-151.3333,76.28,84,17,19.26
428,Maues,BR,2021-08-04 00:20:51,-3.3836,-57.7186,76.01,79,100,2.86
429,Bathsheba,BB,2021-08-04 00:20:52,13.2167,-59.5167,81.21,78,20,11.5
430,Ocos,GT,2021-08-04 00:20:52,14.5094,-92.1933,84.38,77,61,4.41
431,Necochea,AR,2021-08-04 00:20:53,-38.5473,-58.7368,46.04,67,72,4.65
432,Mahon,ES,2021-08-04 00:20:53,39.8885,4.2658,70.36,88,0,1.14
433,Prince Rupert,CA,2021-08-04 00:16:10,54.3161,-130.3201,60.89,91,90,10.36
434,Vanimo,PG,2021-08-04 00:20:53,-2.6741,141.3028,82.96,76,34,6.4
435,Nizhniy Odes,RU,2021-08-04 00:20:54,63.6445,54.856,58.84,96,92,4.61
436,Beringovskiy,RU,2021-08-04 00:20:54,63.05,179.3167,49.64,70,88,13.67
437,Trairi,BR,2021-08-04 00:20:27,-3.2778,-39.2689,79.32,76,31,10.71
438,Madimba,TZ,2021-08-04 00:20:55,-10.4,40.3333,68.7,81,21,8.68
439,Clyde River,CA,2021-08-04 00:20:55,70.4692,-68.5914,39.43,87,90,11.5
440,Minudasht,IR,2021-08-04 00:20:56,37.2289,55.3747,74.77,78,0,0.0
441,Broome,US,2021-08-04 00:20:56,42.2506,-75.833,70.38,78,39,2.21
442,Manado,ID,2021-08-04 00:20:57,1.487,124.8455,84.97,79,20,1.14
443,Dicabisagan,PH,2021-08-04 00:20:57,17.0818,122.4157,86.0,70,100,8.7
444,Chinsali,ZM,2021-08-04 00:20:57,-10.5414,32.0816,55.83,66,0,6.2
445,San Pedro,PH,2021-08-04 00:20:06,14.35,121.0167,86.32,77,100,13.98
446,Victoria,HK,2021-08-04 00:18:57,22.2855,114.1577,86.25,86,81,1.01
447,Ahuimanu,US,2021-08-04 00:20:58,21.4447,-157.8378,85.71,57,20,12.66
448,Bolong,PH,2021-08-04 00:20:58,7.0983,122.2392,83.62,73,89,4.29
449,Sault Sainte Marie,CA,2021-08-04 00:18:24,46.5168,-84.3333,73.69,64,1,8.05
450,Kalmunai,LK,2021-08-04 00:20:59,7.4167,81.8167,79.3,73,100,4.45
451,Bonfim,BR,2021-08-04 00:20:59,3.0833,-59.95,77.99,78,78,3.36
452,Mount Isa,AU,2021-08-04 00:21:00,-20.7333,139.5,60.57,31,14,14.97
453,Ingham,US,2021-08-04 00:21:00,42.6,-84.3833,76.62,61,1,3.44
454,Turka,UA,2021-08-04 00:21:00,49.1541,23.0297,60.15,74,81,4.05
455,Amga,RU,2021-08-04 00:21:01,60.8953,131.9608,69.03,49,44,8.08
456,Polovinnoye,RU,2021-08-04 00:21:01,54.7914,65.9864,61.84,80,8,6.08
457,Greenfield,US,2021-08-04 00:19:18,42.9614,-88.0126,77.65,72,75,3.44
458,Benidorm,ES,2021-08-04 00:17:29,38.5382,-0.131,77.58,69,46,11.5
459,Namatanai,PG,2021-08-04 00:21:02,-3.6667,152.4333,84.09,70,28,3.8
460,Nizhnedevitsk,RU,2021-08-04 00:21:02,51.5419,38.3657,62.65,83,45,6.2
461,Yumen,CN,2021-08-04 00:21:02,40.2833,97.2,72.34,17,89,8.57
462,Neryungri,RU,2021-08-04 00:21:03,56.6709,124.6491,61.54,85,83,7.18
463,Vilcun,CL,2021-08-04 00:21:03,-38.65,-72.2333,45.34,92,57,1.63
464,Leh,IN,2021-08-04 00:21:04,34.1667,77.5833,62.11,51,36,4.99
465,Morshansk,RU,2021-08-04 00:21:04,53.4435,41.8107,61.81,89,69,5.17
466,La Orilla,MX,2021-08-04 00:21:04,17.9833,-102.2333,84.99,75,20,6.38
467,Lubango,AO,2021-08-04 00:21:05,-14.9172,13.4925,56.43,23,0,3.4
468,Naranjito,EC,2021-08-04 00:21:05,-2.2167,-79.4833,81.68,65,64,5.23
469,Dabhol,IN,2021-08-04 00:21:05,17.6,73.1667,76.98,88,99,12.95
470,Barinas,VE,2021-08-04 00:18:56,8.6226,-70.2075,78.84,83,93,3.44
471,San Quintin,MX,2021-08-04 00:21:06,30.4833,-115.95,75.92,62,0,16.75
472,Mangalia,RO,2021-08-04 00:21:06,43.8,28.5833,75.79,84,35,3.42
473,Port-Gentil,GA,2021-08-04 00:21:06,-0.7193,8.7815,75.72,87,20,14.32
474,Terenos,BR,2021-08-04 00:21:07,-20.4422,-54.8603,69.51,34,0,6.91
475,Johi,PK,2021-08-04 00:21:07,26.6921,67.6133,89.67,54,91,12.86
476,Henties Bay,NA,2021-08-04 00:21:08,-22.116,14.2845,58.86,80,41,5.91
477,Oneonta,US,2021-08-04 00:21:08,42.4529,-75.0638,67.46,70,82,0.56
478,Grootfontein,NA,2021-08-04 00:21:08,-19.5667,18.1167,47.77,57,0,3.44
479,Santa Cruz,BO,2021-08-04 00:21:09,-17.8,-63.1667,67.46,52,75,5.75
480,Sioni,GE,2021-08-04 00:21:09,41.9895,45.0239,62.96,50,1,1.57
481,Iskateley,RU,2021-08-04 00:21:09,67.6803,53.1512,64.06,75,100,13.91
482,Cervo,ES,2021-08-04 00:21:10,43.6702,-7.4101,67.19,92,100,11.83
483,Djibo,BF,2021-08-04 00:21:10,14.1022,-1.6306,81.05,62,67,6.82
484,High Level,CA,2021-08-04 00:21:11,58.5169,-117.136,78.91,65,75,4.61
485,Narrabri,AU,2021-08-04 00:21:11,-30.3167,149.7833,52.52,71,40,10.36
486,Valley City,US,2021-08-04 00:21:11,46.9233,-98.0032,86.99,39,1,10.36
487,Kayerkan,RU,2021-08-04 00:21:12,69.3497,87.7602,65.01,65,24,4.09
488,Kysyl-Syr,RU,2021-08-04 00:21:12,63.8986,122.7617,73.81,49,14,7.7
489,Kaele,CM,2021-08-04 00:21:13,10.1092,14.4508,73.67,85,87,4.92
490,Ilhabela,BR,2021-08-04 00:21:13,-23.7781,-45.3581,62.31,82,68,5.23
491,Askiz,RU,2021-08-04 00:21:13,53.1319,90.5264,62.71,77,72,3.06
492,Nabire,ID,2021-08-04 00:21:14,-3.3667,135.4833,75.22,92,99,3.09
493,Chirongui,YT,2021-08-04 00:21:14,-12.9319,45.1483,71.53,71,0,7.4
494,Oyama,JP,2021-08-04 00:21:15,36.3,139.8,88.88,65,55,4.23
495,Mackenzie,CA,2021-08-04 00:21:15,55.2999,-123.1698,82.62,26,1,9.22
496,Xichang,CN,2021-08-04 00:21:15,27.8964,102.2634,69.08,78,29,0.78
497,Aguilas,ES,2021-08-04 00:21:16,37.4063,-1.5829,75.33,69,43,3.42
498,Kununurra,AU,2021-08-04 00:21:16,-15.7667,128.7333,78.78,22,23,16.11
499,Hualmay,PE,2021-08-04 00:21:16,-11.0964,-77.6139,64.65,82,14,9.66
500,Kismayo,SO,2021-08-04 00:21:17,-0.3582,42.5454,75.67,83,72,15.1
501,Uyuni,BO,2021-08-04 00:21:17,-20.4597,-66.825,41.5,68,97,8.28
502,Sarishabari,BD,2021-08-04 00:21:17,24.7333,89.8333,79.86,93,100,12.12
503,Caruray,PH,2021-08-04 00:21:18,10.3094,119.0128,85.32,65,99,9.13
504,Port Lincoln,AU,2021-08-04 00:21:18,-34.7333,135.8667,56.68,72,21,14.38
505,Kruisfontein,ZA,2021-08-04 00:21:19,-34.0033,24.7314,49.89,84,1,7.65
506,Wadi Musa,JO,2021-08-04 00:21:19,30.3222,35.4793,73.04,29,0,0.4
507,Half Moon Bay,US,2021-08-04 00:21:19,37.4636,-122.4286,94.75,63,20,10.36
508,De Aar,ZA,2021-08-04 00:21:20,-30.6497,24.0123,48.56,24,0,5.41
509,Faya,SA,2021-08-04 00:21:20,18.3851,42.4509,64.51,71,55,5.28
510,Sakakah,SA,2021-08-04 00:21:20,29.9697,40.2064,87.37,15,1,8.37
511,Karaton,ID,2021-08-04 00:21:21,-6.3424,106.1045,78.96,90,40,1.59
512,Coahuayana,MX,2021-08-04 00:21:21,18.7333,-103.6833,83.68,73,44,4.47
513,Marzuq,YE,2021-08-04 00:21:22,14.4,46.4667,80.49,59,57,5.84
514,Yulara,AU,2021-08-04 00:21:22,-25.2406,130.9889,53.44,47,0,12.66
515,Mulege,MX,2021-08-04 00:21:22,26.8833,-111.9833,94.87,45,8,7.31
516,Novokizhinginsk,RU,2021-08-04 00:21:23,51.6115,109.5917,57.87,82,96,4.52
517,Nkowakowa,ZA,2021-08-04 00:21:23,-23.8878,30.2871,48.25,65,0,3.96
518,Venado Tuerto,AR,2021-08-04 00:21:24,-33.7456,-61.9688,46.78,51,34,7.99
519,Okato,NZ,2021-08-04 00:21:24,-39.2,173.8833,52.43,60,18,1.28
520,Lompoc,US,2021-08-04 00:18:59,34.6391,-120.4579,85.69,73,1,16.11
521,Puerto Montt,CL,2021-08-04 00:21:25,-41.4698,-72.9447,47.23,100,90,6.91
522,Llandrindod Wells,GB,2021-08-04 00:21:25,52.2416,-3.3787,56.37,91,85,1.83
523,Bonthe,SL,2021-08-04 00:21:25,7.5264,-12.505,76.55,77,30,5.99
524,Whitehorse,CA,2021-08-04 00:19:47,60.7161,-135.0538,73.02,37,75,11.99
525,Znamenskoye,RU,2021-08-04 00:21:26,57.1281,73.8282,53.6,99,56,5.01
526,Chimoio,MZ,2021-08-04 00:21:26,-19.1164,33.4833,55.26,100,20,2.8
527,Metsavan,AM,2021-08-04 00:21:26,41.2016,44.2288,58.44,49,0,4.09
528,Kokkola,FI,2021-08-04 00:21:27,63.8385,23.1307,59.94,75,0,3.0
529,Miles City,US,2021-08-04 00:21:27,46.4083,-105.8406,83.37,39,1,19.57
530,Beloha,MG,2021-08-04 00:21:27,-25.1667,45.05,61.29,75,38,12.84
531,Narsaq,GL,2021-08-04 00:21:28,60.9167,-46.05,46.62,94,100,1.39
532,York,US,2021-08-04 00:19:08,40.1254,-77.0,74.77,55,100,5.46
533,Tabas,IR,2021-08-04 00:21:28,33.5959,56.9244,84.11,12,16,5.35
534,Thomaston,US,2021-08-04 00:21:28,32.8882,-84.3266,82.04,75,75,1.99
535,Saint-Denis,FR,2021-08-04 00:21:29,48.9167,2.3333,59.61,84,20,3.44
536,Nemuro,JP,2021-08-04 00:21:29,43.3236,145.575,68.43,96,99,8.95
537,Constitucion,CL,2021-08-04 00:21:29,-35.3333,-72.4167,52.61,79,4,4.03
538,Bilma,NE,2021-08-04 00:21:30,18.6853,12.9164,93.96,29,1,10.38
539,Bejar,ES,2021-08-04 00:21:30,40.3864,-5.7634,64.54,52,97,4.9
540,Harper,LR,2021-08-04 00:21:30,4.375,-7.7169,75.96,83,79,6.78
541,Yoichi,JP,2021-08-04 00:21:31,43.2039,140.7703,88.23,83,98,3.74
542,Maun,BW,2021-08-04 00:21:31,-19.9833,23.4167,57.16,38,0,8.05
543,Balkanabat,TM,2021-08-04 00:21:31,39.5108,54.3671,85.53,32,50,2.08
544,Coracora,PE,2021-08-04 00:21:32,-15.0333,-73.7833,48.65,72,92,5.1
545,Svetlogorsk,BY,2021-08-04 00:21:32,52.6333,29.7333,55.58,80,47,5.28
546,Taoudenni,ML,2021-08-04 00:21:33,22.6783,-3.9836,104.0,15,32,5.5
547,Puerto Escondido,MX,2021-08-04 00:21:33,15.85,-97.0667,85.03,70,75,6.91
548,Tuy Hoa,VN,2021-08-04 00:21:34,13.0833,109.3,85.05,64,100,12.86
549,Ixtapa,MX,2021-08-04 00:21:34,20.7,-105.2,85.23,74,90,10.36
550,Lembeni,TZ,2021-08-04 00:21:34,-3.7833,37.6167,63.19,81,66,1.3
551,Hay River,CA,2021-08-04 00:21:35,60.8156,-115.7999,60.78,77,90,14.97
552,Aksu,CN,2021-08-04 00:21:35,41.1231,80.2644,73.4,38,35,1.54
553,Effingham,US,2021-08-04 00:12:51,32.3669,-81.3332,80.83,88,97,5.19
